_id,Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
384,2012Q2,S08000015,"",SB0801,All Cancer Types,d,2,"",2,""
385,2012Q2,S08000016,"",S08000016,All Cancer Types,d,66,"",66,""
386,2012Q2,S08000016,"",S08000024,All Cancer Types,d,8,"",7,""
387,2012Q2,S08000017,"",S08000017,All Cancer Types,d,72,"",71,""
388,2012Q2,S08000017,"",S08000024,All Cancer Types,d,14,"",11,""
389,2012Q2,S08000017,"",S08000031,All Cancer Types,d,1,"",1,""
390,2012Q2,S08000017,"",SB0801,All Cancer Types,d,1,"",1,""
391,2012Q2,S08000019,"",S08000019,All Cancer Types,d,167,"",157,""
392,2012Q2,S08000019,"",S08000031,All Cancer Types,d,30,"",24,""
393,2012Q2,S08000019,"",SB0801,All Cancer Types,d,6,"",6,""
394,2012Q2,S08000020,"",S08000020,All Cancer Types,d,321,"",306,""
395,2012Q2,S08000020,"",S08000024,All Cancer Types,d,1,"",0,""
396,2012Q2,S08000020,"",S08000025,All Cancer Types,d,1,"",1,""
397,2012Q2,S08000022,"",S08000020,All Cancer Types,d,2,"",2,""
398,2012Q2,S08000022,"",S08000022,All Cancer Types,d,153,"",149,""
399,2012Q2,S08000022,"",S08000024,All Cancer Types,d,1,"",1,""
400,2012Q2,S08000022,"",S08000031,All Cancer Types,d,4,"",4,""
401,2012Q2,S08000022,"",SB0801,All Cancer Types,d,1,"",0,""
402,2012Q2,S08000024,"",S08000016,All Cancer Types,d,1,"",1,""
403,2012Q2,S08000024,"",S08000019,All Cancer Types,d,4,"",4,""
404,2012Q2,S08000024,"",S08000024,All Cancer Types,d,559,"",523,""
405,2012Q2,S08000024,"",S08000029,All Cancer Types,d,1,"",1,""
406,2012Q2,S08000025,"",S08000020,All Cancer Types,d,4,"",3,""
407,2012Q2,S08000025,"",S08000025,All Cancer Types,d,2,"",2,""
408,2012Q2,S08000026,"",S08000020,All Cancer Types,d,2,"",2,""
409,2012Q2,S08000026,"",S08000026,All Cancer Types,d,6,"",6,""
410,2012Q2,S08000028,"",S08000022,All Cancer Types,d,9,"",9,""
411,2012Q2,S08000028,"",S08000028,All Cancer Types,d,7,"",7,""
412,2012Q2,S08000028,"",S08000031,All Cancer Types,d,2,"",2,""
413,2012Q2,S08000029,"",S08000019,All Cancer Types,d,1,"",1,""
414,2012Q2,S08000029,"",S08000024,All Cancer Types,d,37,"",31,""
415,2012Q2,S08000029,"",S08000029,All Cancer Types,d,125,"",117,""
416,2012Q2,S08000029,"",S08000030,All Cancer Types,d,1,"",1,""
417,2012Q2,S08000030,"",S08000024,All Cancer Types,d,4,"",2,""
418,2012Q2,S08000030,"",S08000030,All Cancer Types,d,220,"",213,""
419,2012Q2,S08000031,"",S08000022,All Cancer Types,d,2,"",2,""
420,2012Q2,S08000031,"",S08000024,All Cancer Types,d,3,"",2,""
421,2012Q2,S08000031,"",S08000031,All Cancer Types,d,744,"",721,""
422,2012Q2,S08000031,"",S08000032,All Cancer Types,d,8,"",8,""
423,2012Q2,S08000031,"",SB0801,All Cancer Types,d,20,"",16,""
424,2012Q2,S08000032,"",S08000031,All Cancer Types,d,43,"",41,""
425,2012Q2,S08000032,"",S08000032,All Cancer Types,d,241,"",235,""
426,2012Q2,S08000032,"",SB0801,All Cancer Types,d,8,"",8,""
427,2012Q2,S92000003,d,S08000015,All Cancer Types,d,203,"",197,""
428,2012Q2,S92000003,d,S08000016,All Cancer Types,d,67,"",67,""
429,2012Q2,S92000003,d,S08000017,All Cancer Types,d,72,"",71,""
430,2012Q2,S92000003,d,S08000019,All Cancer Types,d,172,"",162,""
431,2012Q2,S92000003,d,S08000020,All Cancer Types,d,329,"",313,""
432,2012Q2,S92000003,d,S08000022,All Cancer Types,d,164,"",160,""
433,2012Q2,S92000003,d,S08000024,All Cancer Types,d,627,"",577,""
434,2012Q2,S92000003,d,S08000025,All Cancer Types,d,3,"",3,""
435,2012Q2,S92000003,d,S08000026,All Cancer Types,d,6,"",6,""
436,2012Q2,S92000003,d,S08000028,All Cancer Types,d,7,"",7,""
437,2012Q2,S92000003,d,S08000029,All Cancer Types,d,126,"",118,""
438,2012Q2,S92000003,d,S08000030,All Cancer Types,d,221,"",214,""
439,2012Q2,S92000003,d,S08000031,All Cancer Types,d,846,"",811,""
440,2012Q2,S92000003,d,S08000032,All Cancer Types,d,249,"",243,""
441,2012Q2,S92000003,d,SB0801,All Cancer Types,d,38,"",33,""
442,2012Q2,S08000015,"",S08000015,Breast,"",70,"",70,""
443,2012Q2,S08000016,"",S08000016,Breast,"",10,"",10,""
444,2012Q2,S08000017,"",S08000017,Breast,"",11,"",11,""
445,2012Q2,S08000019,"",S08000019,Breast,"",46,"",43,""
446,2012Q2,S08000019,"",S08000031,Breast,"",1,"",1,""
447,2012Q2,S08000020,"",S08000020,Breast,"",79,"",79,""
448,2012Q2,S08000020,"",S08000025,Breast,"",1,"",1,""
449,2012Q2,S08000022,"",S08000022,Breast,"",41,"",41,""
450,2012Q2,S08000024,"",S08000016,Breast,"",1,"",1,""
451,2012Q2,S08000024,"",S08000019,Breast,"",4,"",4,""
452,2012Q2,S08000024,"",S08000024,Breast,"",160,"",160,""
453,2012Q2,S08000024,"",S08000029,Breast,"",1,"",1,""
454,2012Q2,S08000025,"",S08000020,Breast,"",1,"",1,""
455,2012Q2,S08000026,"",S08000026,Breast,"",1,"",1,""
456,2012Q2,S08000029,"",S08000029,Breast,"",22,"",22,""
457,2012Q2,S08000030,"",S08000030,Breast,"",69,"",69,""
458,2012Q2,S08000031,"",S08000031,Breast,"",227,"",226,""
459,2012Q2,S08000031,"",S08000032,Breast,"",8,"",8,""
460,2012Q2,S08000032,"",S08000032,Breast,"",58,"",58,""
461,2012Q2,S92000003,d,S08000015,Breast,"",70,"",70,""
462,2012Q2,S92000003,d,S08000016,Breast,"",11,"",11,""
463,2012Q2,S92000003,d,S08000017,Breast,"",11,"",11,""
464,2012Q2,S92000003,d,S08000019,Breast,"",50,"",47,""
465,2012Q2,S92000003,d,S08000020,Breast,"",80,"",80,""
466,2012Q2,S92000003,d,S08000022,Breast,"",41,"",41,""
467,2012Q2,S92000003,d,S08000024,Breast,"",160,"",160,""
468,2012Q2,S92000003,d,S08000025,Breast,"",1,"",1,""
469,2012Q2,S92000003,d,S08000026,Breast,"",1,"",1,""
470,2012Q2,S92000003,d,S08000029,Breast,"",23,"",23,""
471,2012Q2,S92000003,d,S08000030,Breast,"",69,"",69,""
472,2012Q2,S92000003,d,S08000031,Breast,"",228,"",227,""
473,2012Q2,S92000003,d,S08000032,Breast,"",66,"",66,""
474,2012Q2,S08000015,"",S08000015,Cervical,"",3,"",3,""
475,2012Q2,S08000015,"",S08000031,Cervical,"",1,"",1,""
476,2012Q2,S08000016,"",S08000016,Cervical,"",1,"",1,""
477,2012Q2,S08000017,"",S08000024,Cervical,"",1,"",0,""
478,2012Q2,S08000019,"",S08000019,Cervical,"",1,"",1,""
479,2012Q2,S08000020,"",S08000020,Cervical,"",7,"",7,""
480,2012Q2,S08000022,"",S08000022,Cervical,"",2,"",2,""
481,2012Q2,S08000024,"",S08000024,Cervical,"",2,"",1,""
482,2012Q2,S08000029,"",S08000024,Cervical,"",1,"",1,""
483,2012Q2,S08000030,"",S08000030,Cervical,"",2,"",2,""
484,2012Q2,S08000031,"",S08000031,Cervical,"",1,"",1,""
485,2012Q2,S08000032,"",S08000031,Cervical,"",3,"",3,""
486,2012Q2,S08000032,"",S08000032,Cervical,"",1,"",1,""
487,2012Q2,S92000003,d,S08000015,Cervical,"",3,"",3,""
488,2012Q2,S92000003,d,S08000016,Cervical,"",1,"",1,""
489,2012Q2,S92000003,d,S08000019,Cervical,"",1,"",1,""
490,2012Q2,S92000003,d,S08000020,Cervical,"",7,"",7,""
491,2012Q2,S92000003,d,S08000022,Cervical,"",2,"",2,""
492,2012Q2,S92000003,d,S08000024,Cervical,"",4,"",2,""
493,2012Q2,S92000003,d,S08000030,Cervical,"",2,"",2,""
494,2012Q2,S92000003,d,S08000031,Cervical,"",5,"",5,""
495,2012Q2,S92000003,d,S08000032,Cervical,"",1,"",1,""
496,2012Q2,S08000015,"",S08000015,Colorectal,"",32,"",30,""
497,2012Q2,S08000015,"",S08000031,Colorectal,"",3,"",2,""
498,2012Q2,S08000016,"",S08000016,Colorectal,"",12,"",12,""
499,2012Q2,S08000017,"",S08000017,Colorectal,"",18,"",18,""
500,2012Q2,S08000017,"",S08000024,Colorectal,"",1,"",1,""
501,2012Q2,S08000019,"",S08000019,Colorectal,"",35,"",32,""
502,2012Q2,S08000019,"",S08000031,Colorectal,"",3,"",2,""
503,2012Q2,S08000020,"",S08000020,Colorectal,"",71,"",62,""
504,2012Q2,S08000022,"",S08000022,Colorectal,"",27,"",25,""
505,2012Q2,S08000022,"",S08000031,Colorectal,"",1,"",1,""
506,2012Q2,S08000024,"",S08000024,Colorectal,"",102,"",88,""
507,2012Q2,S08000025,"",S08000020,Colorectal,"",1,"",0,""
508,2012Q2,S08000028,"",S08000022,Colorectal,"",2,"",2,""
509,2012Q2,S08000028,"",S08000028,Colorectal,"",4,"",4,""
510,2012Q2,S08000028,"",S08000031,Colorectal,"",1,"",1,""
511,2012Q2,S08000029,"",S08000024,Colorectal,"",1,"",1,""
512,2012Q2,S08000029,"",S08000029,Colorectal,"",25,"",20,""
513,2012Q2,S08000030,"",S08000030,Colorectal,"",29,"",25,""
514,2012Q2,S08000031,"",S08000022,Colorectal,"",2,"",2,""
515,2012Q2,S08000031,"",S08000031,Colorectal,"",101,"",91,""
516,2012Q2,S08000032,"",S08000031,Colorectal,"",5,"",4,""
517,2012Q2,S08000032,"",S08000032,Colorectal,"",48,"",44,""
518,2012Q2,S92000003,d,S08000015,Colorectal,"",32,"",30,""
519,2012Q2,S92000003,d,S08000016,Colorectal,"",12,"",12,""
520,2012Q2,S92000003,d,S08000017,Colorectal,"",18,"",18,""
521,2012Q2,S92000003,d,S08000019,Colorectal,"",35,"",32,""
522,2012Q2,S92000003,d,S08000020,Colorectal,"",72,"",62,""
523,2012Q2,S92000003,d,S08000022,Colorectal,"",31,"",29,""
524,2012Q2,S92000003,d,S08000024,Colorectal,"",104,"",90,""
525,2012Q2,S92000003,d,S08000028,Colorectal,"",4,"",4,""
526,2012Q2,S92000003,d,S08000029,Colorectal,"",25,"",20,""
527,2012Q2,S92000003,d,S08000030,Colorectal,"",29,"",25,""
528,2012Q2,S92000003,d,S08000031,Colorectal,"",114,"",101,""
529,2012Q2,S92000003,d,S08000032,Colorectal,"",48,"",44,""
530,2012Q2,S08000015,"",S08000015,Head & Neck,"",4,"",4,""
531,2012Q2,S08000015,"",S08000031,Head & Neck,"",1,"",0,""
532,2012Q2,S08000016,"",S08000016,Head & Neck,"",1,"",1,""
533,2012Q2,S08000016,"",S08000024,Head & Neck,"",2,"",1,""
534,2012Q2,S08000017,"",S08000017,Head & Neck,"",1,"",1,""
535,2012Q2,S08000017,"",S08000024,Head & Neck,"",2,"",2,""
536,2012Q2,S08000017,"",S08000031,Head & Neck,"",1,"",1,""
537,2012Q2,S08000019,"",S08000019,Head & Neck,"",4,"",4,""
538,2012Q2,S08000019,"",S08000031,Head & Neck,"",7,"",6,""
539,2012Q2,S08000020,"",S08000020,Head & Neck,"",7,"",6,""
540,2012Q2,S08000022,"",S08000022,Head & Neck,"",4,"",4,""
541,2012Q2,S08000022,"",S08000031,Head & Neck,"",1,"",1,""
542,2012Q2,S08000024,"",S08000024,Head & Neck,"",22,"",20,""
543,2012Q2,S08000028,"",S08000028,Head & Neck,"",1,"",1,""
544,2012Q2,S08000029,"",S08000024,Head & Neck,"",7,"",6,""
545,2012Q2,S08000029,"",S08000029,Head & Neck,"",1,"",1,""
546,2012Q2,S08000030,"",S08000030,Head & Neck,"",7,"",7,""
547,2012Q2,S08000031,"",S08000031,Head & Neck,"",36,"",36,""
548,2012Q2,S08000032,"",S08000031,Head & Neck,"",4,"",4,""
549,2012Q2,S08000032,"",S08000032,Head & Neck,"",10,"",10,""
550,2012Q2,S92000003,d,S08000015,Head & Neck,"",4,"",4,""
551,2012Q2,S92000003,d,S08000016,Head & Neck,"",1,"",1,""
552,2012Q2,S92000003,d,S08000017,Head & Neck,"",1,"",1,""
553,2012Q2,S92000003,d,S08000019,Head & Neck,"",4,"",4,""
554,2012Q2,S92000003,d,S08000020,Head & Neck,"",7,"",6,""
555,2012Q2,S92000003,d,S08000022,Head & Neck,"",4,"",4,""
556,2012Q2,S92000003,d,S08000024,Head & Neck,"",33,"",29,""
557,2012Q2,S92000003,d,S08000028,Head & Neck,"",1,"",1,""
558,2012Q2,S92000003,d,S08000029,Head & Neck,"",1,"",1,""
559,2012Q2,S92000003,d,S08000030,Head & Neck,"",7,"",7,""
560,2012Q2,S92000003,d,S08000031,Head & Neck,"",50,"",48,""
561,2012Q2,S92000003,d,S08000032,Head & Neck,"",10,"",10,""
562,2012Q2,S08000015,"",S08000015,Lung,"",41,"",40,""
563,2012Q2,S08000015,"",S08000031,Lung,"",9,"",9,""
564,2012Q2,S08000015,"",SB0801,Lung,"",2,"",2,""
565,2012Q2,S08000016,"",S08000016,Lung,"",8,"",8,""
566,2012Q2,S08000017,"",S08000017,Lung,"",19,"",19,""
567,2012Q2,S08000017,"",S08000024,Lung,"",6,"",6,""
568,2012Q2,S08000017,"",SB0801,Lung,"",1,"",1,""
569,2012Q2,S08000019,"",S08000019,Lung,"",20,"",20,""
570,2012Q2,S08000019,"",S08000031,Lung,"",9,"",8,""
571,2012Q2,S08000019,"",SB0801,Lung,"",6,"",6,""
572,2012Q2,S08000020,"",S08000020,Lung,"",54,"",54,""
573,2012Q2,S08000022,"",S08000020,Lung,"",2,"",2,""
574,2012Q2,S08000022,"",S08000022,Lung,"",33,"",33,""
575,2012Q2,S08000022,"",S08000024,Lung,"",1,"",1,""
576,2012Q2,S08000022,"",S08000031,Lung,"",1,"",1,""
577,2012Q2,S08000022,"",SB0801,Lung,"",1,"",0,""
578,2012Q2,S08000024,"",S08000024,Lung,"",88,"",80,""
579,2012Q2,S08000028,"",S08000022,Lung,"",1,"",1,""
580,2012Q2,S08000028,"",S08000028,Lung,"",1,"",1,""
581,2012Q2,S08000028,"",S08000031,Lung,"",1,"",1,""
582,2012Q2,S08000029,"",S08000024,Lung,"",15,"",11,""
583,2012Q2,S08000029,"",S08000029,Lung,"",29,"",28,""
584,2012Q2,S08000029,"",S08000030,Lung,"",1,"",1,""
585,2012Q2,S08000030,"",S08000024,Lung,"",4,"",2,""
586,2012Q2,S08000030,"",S08000030,Lung,"",44,"",44,""
587,2012Q2,S08000031,"",S08000031,Lung,"",145,"",142,""
588,2012Q2,S08000031,"",SB0801,Lung,"",19,"",15,""
589,2012Q2,S08000032,"",S08000031,Lung,"",16,"",16,""
590,2012Q2,S08000032,"",S08000032,Lung,"",50,"",50,""
591,2012Q2,S08000032,"",SB0801,Lung,"",8,"",8,""
592,2012Q2,S92000003,d,S08000015,Lung,"",41,"",40,""
593,2012Q2,S92000003,d,S08000016,Lung,"",8,"",8,""
594,2012Q2,S92000003,d,S08000017,Lung,"",19,"",19,""
595,2012Q2,S92000003,d,S08000019,Lung,"",20,"",20,""
596,2012Q2,S92000003,d,S08000020,Lung,"",56,"",56,""
597,2012Q2,S92000003,d,S08000022,Lung,"",34,"",34,""
598,2012Q2,S92000003,d,S08000024,Lung,"",114,"",100,""
599,2012Q2,S92000003,d,S08000028,Lung,"",1,"",1,""
600,2012Q2,S92000003,d,S08000029,Lung,"",29,"",28,""
601,2012Q2,S92000003,d,S08000030,Lung,"",45,"",45,""
602,2012Q2,S92000003,d,S08000031,Lung,"",181,"",177,""
603,2012Q2,S92000003,d,S08000032,Lung,"",50,"",50,""
604,2012Q2,S92000003,d,SB0801,Lung,"",37,"",32,""
605,2012Q2,S08000015,"",S08000015,Lymphoma,"",5,"",5,""
606,2012Q2,S08000016,"",S08000016,Lymphoma,"",3,"",3,""
607,2012Q2,S08000017,"",S08000017,Lymphoma,"",3,"",3,""
608,2012Q2,S08000019,"",S08000019,Lymphoma,"",5,"",5,""
609,2012Q2,S08000020,"",S08000020,Lymphoma,"",18,"",14,""
610,2012Q2,S08000022,"",S08000022,Lymphoma,"",8,"",8,""
611,2012Q2,S08000024,"",S08000024,Lymphoma,"",19,"",19,""
612,2012Q2,S08000025,"",S08000020,Lymphoma,"",2,"",2,""
613,2012Q2,S08000026,"",S08000026,Lymphoma,"",1,"",1,""
614,2012Q2,S08000029,"",S08000029,Lymphoma,"",3,"",3,""
615,2012Q2,S08000030,"",S08000030,Lymphoma,"",1,"",1,""
616,2012Q2,S08000031,"",S08000031,Lymphoma,"",16,"",16,""
617,2012Q2,S08000032,"",S08000032,Lymphoma,"",8,"",8,""
618,2012Q2,S92000003,d,S08000015,Lymphoma,"",5,"",5,""
619,2012Q2,S92000003,d,S08000016,Lymphoma,"",3,"",3,""
620,2012Q2,S92000003,d,S08000017,Lymphoma,"",3,"",3,""
621,2012Q2,S92000003,d,S08000019,Lymphoma,"",5,"",5,""
622,2012Q2,S92000003,d,S08000020,Lymphoma,"",20,"",16,""
623,2012Q2,S92000003,d,S08000022,Lymphoma,"",8,"",8,""
624,2012Q2,S92000003,d,S08000024,Lymphoma,"",19,"",19,""
625,2012Q2,S92000003,d,S08000026,Lymphoma,"",1,"",1,""
626,2012Q2,S92000003,d,S08000029,Lymphoma,"",3,"",3,""
627,2012Q2,S92000003,d,S08000030,Lymphoma,"",1,"",1,""
628,2012Q2,S92000003,d,S08000031,Lymphoma,"",16,"",16,""
629,2012Q2,S92000003,d,S08000032,Lymphoma,"",8,"",8,""
630,2012Q2,S08000016,"",S08000016,Melanoma,"",6,"",6,""
631,2012Q2,S08000017,"",S08000017,Melanoma,"",3,"",3,""
632,2012Q2,S08000019,"",S08000019,Melanoma,"",6,"",5,""
633,2012Q2,S08000020,"",S08000020,Melanoma,"",9,"",9,""
634,2012Q2,S08000022,"",S08000022,Melanoma,"",3,"",3,""
635,2012Q2,S08000024,"",S08000024,Melanoma,"",25,"",25,""
636,2012Q2,S08000026,"",S08000026,Melanoma,"",1,"",1,""
637,2012Q2,S08000029,"",S08000029,Melanoma,"",3,"",3,""
638,2012Q2,S08000030,"",S08000030,Melanoma,"",7,"",7,""
639,2012Q2,S08000031,"",S08000031,Melanoma,"",41,"",40,""
640,2012Q2,S08000032,"",S08000031,Melanoma,"",5,"",4,""
641,2012Q2,S08000032,"",S08000032,Melanoma,"",10,"",10,""
642,2012Q2,S92000003,d,S08000016,Melanoma,"",6,"",6,""
643,2012Q2,S92000003,d,S08000017,Melanoma,"",3,"",3,""
644,2012Q2,S92000003,d,S08000019,Melanoma,"",6,"",5,""
645,2012Q2,S92000003,d,S08000020,Melanoma,"",9,"",9,""
646,2012Q2,S92000003,d,S08000022,Melanoma,"",3,"",3,""
647,2012Q2,S92000003,d,S08000024,Melanoma,"",25,"",25,""
648,2012Q2,S92000003,d,S08000026,Melanoma,"",1,"",1,""
649,2012Q2,S92000003,d,S08000029,Melanoma,"",3,"",3,""
650,2012Q2,S92000003,d,S08000030,Melanoma,"",7,"",7,""
651,2012Q2,S92000003,d,S08000031,Melanoma,"",46,"",44,""
652,2012Q2,S92000003,d,S08000032,Melanoma,"",10,"",10,""
653,2012Q2,S08000015,"",S08000015,Ovarian,"",7,"",7,""
654,2012Q2,S08000016,"",S08000016,Ovarian,"",3,"",3,""
655,2012Q2,S08000016,"",S08000024,Ovarian,"",1,"",1,""
656,2012Q2,S08000017,"",S08000017,Ovarian,"",1,"",1,""
657,2012Q2,S08000019,"",S08000019,Ovarian,"",1,"",1,""
658,2012Q2,S08000019,"",S08000031,Ovarian,"",3,"",3,""
659,2012Q2,S08000020,"",S08000020,Ovarian,"",7,"",6,""
660,2012Q2,S08000022,"",S08000022,Ovarian,"",4,"",4,""
661,2012Q2,S08000022,"",S08000031,Ovarian,"",1,"",1,""
662,2012Q2,S08000024,"",S08000024,Ovarian,"",19,"",19,""
663,2012Q2,S08000026,"",S08000020,Ovarian,"",1,"",1,""
664,2012Q2,S08000028,"",S08000028,Ovarian,"",1,"",1,""
665,2012Q2,S08000029,"",S08000024,Ovarian,"",2,"",2,""
666,2012Q2,S08000029,"",S08000029,Ovarian,"",2,"",2,""
667,2012Q2,S08000030,"",S08000030,Ovarian,"",4,"",4,""
668,2012Q2,S08000031,"",S08000031,Ovarian,"",5,"",5,""
669,2012Q2,S08000032,"",S08000031,Ovarian,"",3,"",3,""
670,2012Q2,S08000032,"",S08000032,Ovarian,"",1,"",1,""
671,2012Q2,S92000003,d,S08000015,Ovarian,"",7,"",7,""
672,2012Q2,S92000003,d,S08000016,Ovarian,"",3,"",3,""
673,2012Q2,S92000003,d,S08000017,Ovarian,"",1,"",1,""
674,2012Q2,S92000003,d,S08000019,Ovarian,"",1,"",1,""
675,2012Q2,S92000003,d,S08000020,Ovarian,"",8,"",7,""
676,2012Q2,S92000003,d,S08000022,Ovarian,"",4,"",4,""
677,2012Q2,S92000003,d,S08000024,Ovarian,"",22,"",22,""
678,2012Q2,S92000003,d,S08000028,Ovarian,"",1,"",1,""
679,2012Q2,S92000003,d,S08000029,Ovarian,"",2,"",2,""
680,2012Q2,S92000003,d,S08000030,Ovarian,"",4,"",4,""
681,2012Q2,S92000003,d,S08000031,Ovarian,"",12,"",12,""
682,2012Q2,S92000003,d,S08000032,Ovarian,"",1,"",1,""
683,2012Q2,S08000015,"",S08000015,Upper GI,"",22,"",21,""
684,2012Q2,S08000015,"",S08000031,Upper GI,"",8,"",6,""
685,2012Q2,S08000016,"",S08000016,Upper GI,"",7,"",7,""
686,2012Q2,S08000016,"",S08000024,Upper GI,"",2,"",2,""
687,2012Q2,S08000017,"",S08000017,Upper GI,"",6,"",6,""
688,2012Q2,S08000019,"",S08000019,Upper GI,"",17,"",17,""
689,2012Q2,S08000019,"",S08000031,Upper GI,"",4,"",2,""
690,2012Q2,S08000020,"",S08000020,Upper GI,"",30,"",30,""
691,2012Q2,S08000022,"",S08000022,Upper GI,"",14,"",14,""
692,2012Q2,S08000024,"",S08000024,Upper GI,"",56,"",55,""
693,2012Q2,S08000025,"",S08000025,Upper GI,"",2,"",2,""
694,2012Q2,S08000028,"",S08000022,Upper GI,"",3,"",3,""
695,2012Q2,S08000029,"",S08000024,Upper GI,"",8,"",8,""
696,2012Q2,S08000029,"",S08000029,Upper GI,"",15,"",15,""
697,2012Q2,S08000030,"",S08000030,Upper GI,"",28,"",28,""
698,2012Q2,S08000031,"",S08000024,Upper GI,"",3,"",2,""
699,2012Q2,S08000031,"",S08000031,Upper GI,"",67,"",65,""
700,2012Q2,S08000032,"",S08000031,Upper GI,"",6,"",6,""
701,2012Q2,S08000032,"",S08000032,Upper GI,"",24,"",24,""
702,2012Q2,S92000003,d,S08000015,Upper GI,"",22,"",21,""
703,2012Q2,S92000003,d,S08000016,Upper GI,"",7,"",7,""
704,2012Q2,S92000003,d,S08000017,Upper GI,"",6,"",6,""
705,2012Q2,S92000003,d,S08000019,Upper GI,"",17,"",17,""
706,2012Q2,S92000003,d,S08000020,Upper GI,"",30,"",30,""
707,2012Q2,S92000003,d,S08000022,Upper GI,"",17,"",17,""
708,2012Q2,S92000003,d,S08000024,Upper GI,"",69,"",67,""
709,2012Q2,S92000003,d,S08000025,Upper GI,"",2,"",2,""
710,2012Q2,S92000003,d,S08000029,Upper GI,"",15,"",15,""
711,2012Q2,S92000003,d,S08000030,Upper GI,"",28,"",28,""
712,2012Q2,S92000003,d,S08000031,Upper GI,"",85,"",79,""
713,2012Q2,S92000003,d,S08000032,Upper GI,"",24,"",24,""
714,2012Q2,S08000015,"",S08000015,Urological,"",19,"",17,""
715,2012Q2,S08000016,"",S08000016,Urological,"",15,"",15,""
716,2012Q2,S08000016,"",S08000024,Urological,"",3,"",3,""
717,2012Q2,S08000017,"",S08000017,Urological,"",10,"",9,""
718,2012Q2,S08000017,"",S08000024,Urological,"",4,"",2,""
719,2012Q2,S08000019,"",S08000019,Urological,"",32,"",29,""
720,2012Q2,S08000019,"",S08000031,Urological,"",3,"",2,""
721,2012Q2,S08000020,"",S08000020,Urological,"",39,"",39,""
722,2012Q2,S08000020,"",S08000024,Urological,"",1,"",0,""
723,2012Q2,S08000022,"",S08000022,Urological,"",17,"",15,""
724,2012Q2,S08000024,"",S08000024,Urological,"",66,"",56,""
725,2012Q2,S08000026,"",S08000020,Urological,"",1,"",1,""
726,2012Q2,S08000026,"",S08000026,Urological,"",3,"",3,""
727,2012Q2,S08000028,"",S08000022,Urological,"",3,"",3,""
728,2012Q2,S08000029,"",S08000019,Urological,"",1,"",1,""
729,2012Q2,S08000029,"",S08000024,Urological,"",3,"",2,""
730,2012Q2,S08000029,"",S08000029,Urological,"",25,"",23,""
731,2012Q2,S08000030,"",S08000030,Urological,"",29,"",26,""
732,2012Q2,S08000031,"",S08000031,Urological,"",105,"",99,""
733,2012Q2,S08000031,"",SB0801,Urological,"",1,"",1,""
734,2012Q2,S08000032,"",S08000031,Urological,"",1,"",1,""
735,2012Q2,S08000032,"",S08000032,Urological,"",31,"",29,""
736,2012Q2,S92000003,d,S08000015,Urological,"",19,"",17,""
737,2012Q2,S92000003,d,S08000016,Urological,"",15,"",15,""
738,2012Q2,S92000003,d,S08000017,Urological,"",10,"",9,""
739,2012Q2,S92000003,d,S08000019,Urological,"",33,"",30,""
740,2012Q2,S92000003,d,S08000020,Urological,"",40,"",40,""
741,2012Q2,S92000003,d,S08000022,Urological,"",20,"",18,""
742,2012Q2,S92000003,d,S08000024,Urological,"",77,"",63,""
743,2012Q2,S92000003,d,S08000026,Urological,"",3,"",3,""
744,2012Q2,S92000003,d,S08000029,Urological,"",25,"",23,""
745,2012Q2,S92000003,d,S08000030,Urological,"",29,"",26,""
746,2012Q2,S92000003,d,S08000031,Urological,"",109,"",102,""
747,2012Q2,S92000003,d,S08000032,Urological,"",31,"",29,""
748,2012Q2,S92000003,d,SB0801,Urological,"",1,"",1,""
749,2012Q3,S08000015,"",S08000015,All Cancer Types,d,201,"",195,""
750,2012Q3,S08000015,"",S08000017,All Cancer Types,d,2,"",2,""
751,2012Q3,S08000015,"",S08000031,All Cancer Types,d,34,"",31,""
752,2012Q3,S08000015,"",SB0801,All Cancer Types,d,2,"",1,""
753,2012Q3,S08000016,"",S08000016,All Cancer Types,d,66,"",66,""
754,2012Q3,S08000016,"",S08000024,All Cancer Types,d,8,"",7,""
755,2012Q3,S08000017,"",S08000017,All Cancer Types,d,103,"",100,""
756,2012Q3,S08000017,"",S08000024,All Cancer Types,d,16,"",15,""
757,2012Q3,S08000017,"",S08000031,All Cancer Types,d,1,"",1,""
758,2012Q3,S08000017,"",SB0801,All Cancer Types,d,2,"",2,""
759,2012Q3,S08000019,"",S08000019,All Cancer Types,d,155,"",148,""
760,2012Q3,S08000019,"",S08000030,All Cancer Types,d,1,"",1,""
761,2012Q3,S08000019,"",S08000031,All Cancer Types,d,29,"",23,""
762,2012Q3,S08000019,"",SB0801,All Cancer Types,d,4,"",4,""
763,2012Q3,S08000020,"",S08000020,All Cancer Types,d,308,"",273,""
764,2012Q3,S08000020,"",S08000024,All Cancer Types,d,1,"",0,""
765,2012Q3,S08000020,"",S08000025,All Cancer Types,d,2,"",2,""
766,2012Q3,S08000022,"",S08000022,All Cancer Types,d,187,"",181,""
767,2012Q3,S08000022,"",S08000024,All Cancer Types,d,2,"",2,""
768,2012Q3,S08000022,"",S08000031,All Cancer Types,d,9,"",8,""
769,2012Q3,S08000022,"",SB0801,All Cancer Types,d,1,"",1,""
